user_id,Sex,Education,Age,Handedness,Residence,Ethnicity,Occupation,Salary,Residence (County)
ee7090abe4dd4721b9f926ff32113b96,Female,02_Degree,65.0,Right handed,United Kingdom,White,Homemaker,,Hertfordshire
97f7926e334740128dbdeba966dbbe84,Female,02_Degree,44.0,Right handed,United Kingdom,White,Worker,,
8747c97c7e6b4bf6aee60b72590dbb21,Female,01_School,73.0,Right handed,United Kingdom,White,Worker,,
2693f32958cc44089bc4eb9980a8d91a,Female,02_Degree,59.0,Right handed,United Kingdom,White,Worker,,
bdc86c8d-408b-4783-9797-c4f31daa5f1b,Male,00_preGCSE,71.0,Right handed,United Kingdom,White,Retired,,
b5a5ab6f50c94168ab6c3a32a6b06ceb,Female,00_preGCSE,72.0,Right handed,United Kingdom,White,Retired,,Glamorgan
2d4786f2852f4b46935644754b8ca2a9,Female,01_School,51.0,Right handed,United Kingdom,White,Worker,£20-30K,Norfolk
2d27da1ceb0740599f15c74b5aafc2f7,Female,02_Degree,43.0,Right handed,United Kingdom,White,Worker,£80-90K,West Berkshire
a79b6dd361204b6e9930b7e7776b5b99,Female,02_Degree,66.0,Right handed,Israel,White,Worker,,
1755b9460e794dfa960aa810feb5994a,Male,01_School,65.0,Right handed,United Kingdom,White,Retired,,West Midlands
c11e8ce815614062bf49efe9be56a370,Female,02_Degree,62.0,Right handed,United Kingdom,Asian or Asian British,Homemaker,,Surrey
421483fcdf24430c88d36dbd7846e168,Female,02_Degree,44.0,Right handed,United Kingdom,White,Worker,,
19f1fa1d1d2242c89d824626b10c5745,Female,03_PhD,56.0,Right handed,United Kingdom,White,Student,,
3d30db13-5c2b-423f-bbd5-4e30684b8c5e,Male,02_Degree,67.0,Right handed,United Kingdom,White,Retired,,Glamorgan
a2f2eccbef7a4b0ea44162d41896a452,Male,02_Degree,48.0,Right handed,Denmark,White,Worker,,
671397bd6e58450fa660daca21e40f6f,Female,00_preGCSE,74.0,Right handed,United Kingdom,White,Retired,,Hampshire
c3ea19f4-351a-430e-8e7e-9c0be4946af1,Female,01_School,58.0,Right handed,United Kingdom,White,Worker,£20-30K,Nottinghamshire
9172eb718638448ea5613af68b7399cd,Female,01_School,63.0,Right handed,United Kingdom,White,Worker,£10-20K,Nottinghamshire
b01f17bb-9495-4122-9ffa-dcdd8a8a6e1f,Male,02_Degree,59.0,Right handed,United Kingdom,White,Retired,,
f439f4bc03004e7098d55de4d4ac682a,Female,02_Degree,59.0,Right handed,United Kingdom,White,Worker,£30-40K,Breconshire
2e878a6e10e448e9979bf954032510dc,Female,01_School,73.0,Right handed,United Kingdom,White,Retired,,Cheshire
e2ae3533d45b4e6c89369a459b8e24d8,Female,02_Degree,61.0,Right handed,United Kingdom,White,Worker,£30-40K,Lancashire
a78c942b8803455abc2af828bf72bbce,Female,02_Degree,64.0,Right handed,United Kingdom,White,Retired,,Hampshire
e11fe63c20ba43e2adc4d6b0f9538537,Female,02_Degree,54.0,Right handed,United Kingdom,White,Homemaker,,Hertfordshire
1e49ecf1980a49afafb503b6242e08c0,Male,02_Degree,69.0,Right handed,United Kingdom,White,Retired,,Gloucestershire
108b284276ca4c9aab118557f7fd1b9b,Female,02_Degree,64.0,Right handed,United Kingdom,White,Retired,,
bfd62390-dfaa-499e-84fd-bf0e4a87187f,Male,01_School,60.0,Right handed,United Kingdom,White,Worker,,
38a21d74-6d11-447b-89ea-9ff6872c38a0,Male,02_Degree,63.0,Right handed,United Kingdom,White,Worker,,
81ec3643-5169-4904-9efe-5372499f802d,Female,01_School,17.0,Right handed,United Kingdom,White,Student,,
4dbbbfc8ac024dedbdb6b366bad81d6a,Male,01_School,57.0,Right handed,Luxembourg,White,Retired,,Not in the UK
92115174-4680-4ecb-a978-590eb3e7e9aa,Female,02_Degree,55.0,Left handed,United Kingdom,White,Worker,£30-40K,Devon
836a411d-3207-4a68-b66d-233fa4c01968,Female,02_Degree,48.0,Right handed,United Kingdom,White,Worker,£40-50K,South Yorkshire
91cc10c1af674997a62c01b554f930cb,Female,01_School,77.0,Right handed,United Kingdom,White,Retired,,
2c39a9fe716643f9822c1cc5a6f38ef8,Male,01_School,51.0,Left handed,United Kingdom,American Hispanic,Worker,£30-40K,West Midlands
f830513d70f14f2888f03461530790e4,Female,02_Degree,50.0,Left handed,United Kingdom,Asian or Asian British,Worker,£50-60K,Surrey
0c2d6ca8e0054ec89adb0b1acd4a5787,Male,02_Degree,73.0,Ambidextrous,United Kingdom,White,Retired,,Gloucestershire
b582ba6a83f341e5948c2fc08842f0bc,Other,01_School,70.0,Right handed,United Kingdom,White,Retired,,
7827b555582b4c699931ad1b3a1772e2,Male,02_Degree,57.0,Right handed,United Kingdom,White,Worker,£40-50K,Durham
4b65cd9f-6238-4509-b6fd-62c01751a572,Male,02_Degree,59.0,Right handed,United Kingdom,White,Retired,,London
b932178fbe5548ce911165cf2fc4f584,Female,02_Degree,48.0,Right handed,United Kingdom,White,Worker,£40-50K,
66bb6886-53c0-47d0-9322-2732fec9b262,Female,02_Degree,74.0,Right handed,Canada,White,Worker,,
c05299b8-f984-4f8f-8919-5431fe334b4b,Female,02_Degree,48.0,Right handed,United Kingdom,White,Worker,£30-40K,Greater London
e40c9cb2b14e4797857a46802c697696,Female,01_School,42.0,Right handed,United Kingdom,White,Worker,£20-30K,Hampshire
b836c06217bb4f55893e657d6749a4b1,Female,01_School,58.0,Right handed,United Kingdom,White,Worker,£0-10K,Worcestershire
c08582a9-c6e3-4f1a-a9bb-0ac569c34183,Male,02_Degree,32.0,Left handed,United Kingdom,White,Worker,£40-50K,West Midlands
96526a37c8e74965b5c04efb866cdace,Female,01_School,19.0,Right handed,United Kingdom,White,Worker,£10-20K,
00f15eb6-5295-47b6-9437-3e3360ac2604,Female,01_School,46.0,Right handed,United Kingdom,White,Worker,£20-30K,North Yorkshire
6159f5af-64f2-4ffa-95a1-de228996435f,Female,02_Degree,59.0,Right handed,United Kingdom,White,Retired,,
b053f9876b964f259bc1fac6e9e91294,Female,01_School,53.0,Left handed,United Kingdom,White,Homemaker,,
52b028c77d3c459c97dcb04c9e46f57f,Female,01_School,56.0,Right handed,United Kingdom,American Hispanic,Worker,£30-40K,West Midlands
fe575cf062f947b5b7b5861509908fcb,Female,01_School,52.0,Right handed,United Kingdom,White,Worker,,
fe575cf062f947b5b7b5861509908fcb,Female,01_School,52.0,Right handed,United Kingdom,Asian or Asian British,Worker,,
dcc3e237-e687-4bc0-a549-fec60538557d,Female,01_School,17.0,Right handed,United Kingdom,Mixed or multiple ethnic groups,Student,,Dorset
0e257911ed3a485fa314d61d2cdde969,Male,01_School,60.0,Right handed,United Kingdom,White,Disabled/Not applicable/Sheltered employment,,
49e2a98f2752482d94738ff6af915e7b,Male,01_School,52.0,Right handed,United Kingdom,White,Worker,£40-50K,Essex
ce229f8f0f5e465483ec887cbc17b218,Female,02_Degree,76.0,Right handed,United Kingdom,White,Retired,,Lancashire
df86776193b04ed28fc6e33752be2a95,Female,01_School,59.0,Right handed,United Kingdom,White,Worker,,
5eb0a3fe61c64eb795b3f6fba11fcc1d,Female,02_Degree,51.0,Right handed,United Kingdom,White,Worker,,
c711d7200bfa4fb78c0db971ec8a157b,Male,01_School,74.0,Right handed,United Kingdom,White,Retired,,Denbighshire
64981256-5b09-4c55-aff3-56825b6a0f6c,Male,02_Degree,54.0,Right handed,United Kingdom,White,Worker,>100K,Greater London
fdf5f7abfbbf4e059e8d0fd51367d263,Female,02_Degree,52.0,Right handed,United Kingdom,White,Homemaker,,Oxfordshire
c0ae820fdbfb44cc9fc4fe1d5375efa6,Male,02_Degree,59.0,Right handed,United Kingdom,White,Worker,£10-20K,Hampshire
0a8b48795a2649e287a226cfd886fa57,Female,01_School,61.0,Right handed,United Kingdom,American Hispanic,Worker,,
2a10c25f3f074da3ad0057f1ccad5a61,Female,01_School,68.0,Right handed,United Kingdom,White,Retired,,
061cd063deeb4549803b37d6236e0b0c,Female,02_Degree,68.0,Right handed,France,White,Retired,,Not in the UK
69f0be713a4146a685d6f90e600bdfb2,Male,02_Degree,63.0,Right handed,United Kingdom,White,Retired,,
62bb1c57a9434ce7a0b3d0c3d23e5073,Male,03_PhD,67.0,Right handed,United Kingdom,White,Worker,,
9570452351ba4f1ca9e9f8f8b7ed97d4,Female,02_Degree,71.0,Left handed,United Kingdom,White,Retired,,Cumbria
bd8a98edbcfc4c659d03b476763eee9f,Female,02_Degree,59.0,Right handed,United Kingdom,White,Worker,,
5155bc43-6e9a-47f1-8988-e18bd6721508,Female,01_School,50.0,Right handed,United Kingdom,White,Worker,,
8e350aee-103a-4359-8d93-3b5855f189e7,Female,03_PhD,29.0,Right handed,United Kingdom,White,Worker,£30-40K,Hampshire
f3cf3d38bd144f4cbd82e8afde5c0106,Female,00_preGCSE,69.0,Right handed,United Kingdom,White,Retired,,
f759b6168e884646a63e83c8b2381233,Male,02_Degree,54.0,Right handed,United Kingdom,White,Worker,,
f759b6168e884646a63e83c8b2381233,Male,01_School,54.0,Right handed,United Kingdom,Asian or Asian British,Worker,,
122f1583ad6e47f7acb95464373b4729,Female,02_Degree,45.0,Right handed,United Kingdom,White,Disabled/Not applicable/Sheltered employment,,
1903b62894054870a31025ceb6eebb8e,Male,02_Degree,75.0,Right handed,United Kingdom,White,Retired,,Cheshire
d29b7ea922044da3821876bac140cb8f,Male,01_School,69.0,Right handed,United Kingdom,White,Retired,,
b130ebddf4274dd9bd1a2ab736ed1ea1,Male,01_School,65.0,Right handed,United Kingdom,White,Worker,,
2f442ffc0c854c96a94fe643c44e2fdf,Female,,10.0,Right handed,Ireland {Republic},White,,,West Midlands
92372fd89c054badba814c39d50a70f0,Female,02_Degree,45.0,Right handed,United Kingdom,White,Homemaker,,London
33cb234a49914d8888ac4d3a715fb6f2,Female,01_School,78.0,Right handed,United Kingdom,White,Retired,,Glamorgan
486b66cdbdec4bac908202a56128f8ff,Male,02_Degree,61.0,Right handed,United Kingdom,White,Worker,prefer not to say,Oxfordshire
33e9f63f563b428bb0caa80ffcf3d837,Male,01_School,57.0,Right handed,United Kingdom,White,Worker,£30-40K,
f6542ca8b08042fd8d854564675f06f5,Male,01_School,50.0,Left handed,United Kingdom,White,Worker,£60-70K,Buckinghamshire
a178e2a0c18b4f74a77ff82e5488d03d,Female,02_Degree,37.0,Right handed,United Kingdom,White,Worker,£30-40K,Cheshire
107c9a6fe4b04f8d82ed17ac3fb9e803,Male,02_Degree,51.0,Right handed,United Kingdom,White,Worker,£50-60K,Tyne and Wear
0c42d0fe20384013a8d2e91abcdb3631,Female,02_Degree,47.0,Right handed,United Kingdom,White,Worker,,
7416c6b7a119497c9816e5ad1c3df46c,Male,01_School,62.0,Left handed,United Kingdom,White,Worker,£10-20K,Suffolk
7cc5ceab-4e4f-44a8-8f41-ec76071a4bbc,Male,02_Degree,61.0,Right handed,United Kingdom,White,Retired,,Glamorgan
207000644d6c4aa297d980347d306049,Female,03_PhD,55.0,Right handed,United Kingdom,White,Retired,,West Sussex
688bd2b1-3218-410d-aa60-a3de6ed44107,Male,01_School,72.0,Right handed,United Kingdom,White,Worker,,
d856b3bd70104c6d9165b682213ea237,Male,01_School,18.0,Right handed,United Kingdom,White,Student,,
4986e281-2dea-41d2-8a18-f55d07c80f0e,Female,02_Degree,69.0,Right handed,United Kingdom,White,Retired,,
460aad91e5cb496ba7d9ea92fedf1c5d,Female,02_Degree,46.0,Right handed,United Kingdom,White,Worker,£20-30K,Devon
b252c5dd-b027-4c77-a17e-76e93008b24d,Female,02_Degree,64.0,Right handed,United Kingdom,White,Worker,£50-60K,Glamorgan
d5ace6ec64e046cbb997f20365636dfe,Female,02_Degree,71.0,Left handed,United Kingdom,White,Retired,,Nottinghamshire
ab8d4eaef2d142059e8b7ee5f8a418d8,Male,02_Degree,35.0,Right handed,United Kingdom,"Black, Black British, Caribbean or African",Worker,£20-30K,Wiltshire
e24dc4db-61a5-4008-b7b0-3d6d227d72ef,Male,02_Degree,34.0,Right handed,United Kingdom,Asian or Asian British,Worker,£40-50K,West Midlands
6cd73d6b1f404d198b3d4bb95c4c2dd0,Female,01_School,61.0,Right handed,United Kingdom,White,Homemaker,,
6cd73d6b1f404d198b3d4bb95c4c2dd0,Female,01_School,61.0,Right handed,United Kingdom,Asian or Asian British,Homemaker,,
41447f057f924d43b5e637fd0153a797,Male,02_Degree,77.0,Right handed,United Kingdom,White,Retired,,
9e62a773c5e14614bbb85965b3831de2,Male,02_Degree,57.0,Right handed,United Kingdom,White,Worker,£90-100K,Essex
8c9463f761ef463fa413fbed9a6c5741,Male,02_Degree,43.0,Right handed,United Kingdom,White,Unknown,,
6e7169db451340509b6cbaec0445d3cc,Female,02_Degree,50.0,Right handed,United Kingdom,White,Worker,£30-40K,Cheshire
33fc9f3c1acd47d8908e206931468a43,Female,03_PhD,75.0,Right handed,United Kingdom,American Hispanic,Retired,,
024e27ef5f4a4723b0c49025db496253,Female,02_Degree,55.0,Right handed,United Kingdom,White,Retired,,North Ayrshire
436f8d7c67604eeeb61dccd4dc657cdf,Female,01_School,16.0,Right handed,United Kingdom,Asian or Asian British,Student,,London
3021c6aaa8cd44548ab46491a701bb51,Female,02_Degree,54.0,Right handed,United Kingdom,"Black, Black British, Caribbean or African",Worker,£30-40K,
d073f532d4824630828ef38ba2ad57f8,Female,01_School,79.0,Right handed,United Kingdom,White,Retired,,
cd107c82-e55d-44a9-8253-fc6a47d8f9b6,Male,02_Degree,66.0,Right handed,United Kingdom,White,Retired,,
ba2aecc3-a1e3-427c-afd5-6361bc96c30a,Female,03_PhD,37.0,Left handed,United Kingdom,American Hispanic,Homemaker,,
573ecb4b48d54715974acde1de8751d4,Male,02_Degree,38.0,Right handed,United Kingdom,Asian or Asian British,Worker,,
fdc2218e8e45472c8db9721d1667c5bc,Male,01_School,73.0,Right handed,United Kingdom,White,Worker,,
4e06a848-548e-40f7-9168-c46f074b6b7f,Female,01_School,45.0,Right handed,United Kingdom,White,Worker,£0-10K,Pembrokeshire
238fbc47d09141f582e4d694bafde3ce,Male,02_Degree,64.0,Right handed,United Kingdom,White,Worker,,
10aadb54e958482688141e5849d34128,Male,01_School,49.0,Right handed,United Kingdom,White,Worker,£30-40K,Leicestershire
2577489e298c44388ae95c4bb6f0bc05,Female,02_Degree,45.0,Right handed,United Kingdom,White,Worker,,
ec2ed76f-7896-40d4-906a-393e9cb95d7b,Female,01_School,72.0,Right handed,United Kingdom,White,Retired,,Shropshire
5c4d42bdcfbc4eeabed865d3272e10ba,Male,02_Degree,50.0,Right handed,United Kingdom,White,Worker,£30-40K,London
45d69c645a594b45b6f7ee8031a4b139,Female,01_School,67.0,Right handed,United Kingdom,White,Retired,,
da1b165507674cbcb37c90f26caed0b2,Female,01_School,60.0,Right handed,United Kingdom,White,Retired,,Buckinghamshire
5bfbd4d86f3e4a90969271ef83dfbae3,Male,02_Degree,61.0,Right handed,United Kingdom,Asian or Asian British,Worker,,
4eae27131f8c49f196d737b91146c4d5,Female,01_School,17.0,Right handed,United Kingdom,White,Student,,Lancashire
bda3e1bb-1aea-4b43-b87e-c4c327fd5d14,Male,00_preGCSE,66.0,Right handed,United Kingdom,White,Retired,,
bc59df4aa3f4425a816b24832712e67b,Female,01_School,60.0,Right handed,United Kingdom,White,Worker,,
e5db636f-e965-41ba-9191-fcd093e77313,Male,02_Degree,51.0,Right handed,United Kingdom,White,Worker,£70-80K,Lancashire
644228ac3f6e428d81fe3a36dcdf1511,Female,02_Degree,44.0,Right handed,Brazil,Asian or Asian British,Student,,
8ed208a0415e4c188740717428c79e77,Male,00_preGCSE,50.0,Right handed,United Kingdom,White,Worker,£30-40K,West Lothian
608622d00ce640ffaa026336a4f2f689,Male,01_School,66.0,Right handed,United Kingdom,American Hispanic,Retired,,Nottinghamshire
ffa38fc2b7a34aef904e52141d4e4232,Female,01_School,64.0,Right handed,United Kingdom,White,Worker,,
3efbe1ec-962a-4fe7-9c99-a66cec323f5c,Female,01_School,49.0,Right handed,United Kingdom,White,Unemployed/Looking for work,,
3efbe1ec-962a-4fe7-9c99-a66cec323f5c,Female,01_School,49.0,Right handed,United Kingdom,Asian or Asian British,Unemployed/Looking for work,,
4a7ec4e7bffc4b1ebe7b71f395e44b38,Female,00_preGCSE,67.0,Left handed,United Kingdom,White,Retired,,Hertfordshire
ef721e16a8094c519ac0aaa49f9ede62,Female,02_Degree,45.0,Right handed,United Kingdom,American Hispanic,Worker,£90-100K,Lancashire
cc76faf76e7645078fe28fa0af863bbe,Female,01_School,59.0,Right handed,United Kingdom,White,Retired,,
2e434b9c084a41938f2b12dc24b11583,Female,02_Degree,35.0,Right handed,United Kingdom,White,Worker,£20-30K,Suffolk
763ea11d-7c2c-47fe-b664-0549ccaf53df,Female,01_School,63.0,Right handed,United Kingdom,Asian or Asian British,Retired,,
cec18f29ae524c6fb290a9f9924f123b,Female,02_Degree,55.0,Right handed,United Kingdom,White,Worker,,
5206d95d86ca4039b9aaf108ae830c48,Male,01_School,33.0,Left handed,United Kingdom,Asian or Asian British,Worker,£30-40K,Hampshire
a0c6a0751a344472b64bd3111fecd482,Female,01_School,63.0,Right handed,United Kingdom,Asian or Asian British,Retired,,Gloucestershire
e0af06a4efd7416f8f87cd95dac6a178,Female,02_Degree,53.0,Ambidextrous,United Kingdom,White,Disabled/Not applicable/Sheltered employment,,Monmouthshire
19257c81-4596-4f32-9f0d-a9c834324b4b,Male,02_Degree,56.0,Right handed,United Kingdom,White,Worker,,
c10f79491317402e906499f92f5ebf12,Female,01_School,67.0,Right handed,United Kingdom,White,Retired,,
de611f30-fc13-4c9f-a186-1ddb683d008f,Female,02_Degree,25.0,Right handed,United Kingdom,Asian or Asian British,Worker,,
75bc924a62b94e1c99118a4b4aa547dc,Male,01_School,46.0,Right handed,United Kingdom,White,Worker,,
75720625e72a41d594cb4a7dc0d8ed01,Male,02_Degree,50.0,Right handed,United Kingdom,White,Worker,£40-50K,North Lanarkshire
07fe347ed15f470fb8a883197d1c7545,Female,01_School,54.0,Right handed,United Kingdom,White,Worker,,
79e607ca1edc4436991bdf5c28d10094,Male,01_School,62.0,Right handed,United Kingdom,White,Retired,,Leicestershire
23ae3fb3fb534399a97dc5964a5c392a,Female,01_School,42.0,Right handed,United Kingdom,White,Worker,£20-30K,Hertfordshire
230d3c4e504540cc972432ad616c294a,Male,02_Degree,24.0,Right handed,United Kingdom,Asian or Asian British,Student,,Greater Manchester
6bd1f39d16f54e76b987c41726309b30,Male,02_Degree,69.0,Right handed,United Kingdom,White,Retired,,Cheshire
43a0ab785dbe4f609eaf92a0309994cb,Male,02_Degree,39.0,Right handed,United Kingdom,White,Worker,£80-90K,North Yorkshire
32101bae-693a-47ed-9b65-6e661415f9c8,Female,03_PhD,31.0,Right handed,United Kingdom,Asian or Asian British,Student,,
6ed03040920b4121999b7093da96fd2d,Male,02_Degree,23.0,Right handed,United Kingdom,Asian or Asian British,Unemployed/Looking for work,,Somerset
8193309c-5e11-4170-a491-ac4703e0c140,Male,02_Degree,62.0,Right handed,United Kingdom,White,Worker,,
1aaf76e5-74cf-461d-8eb0-68f2cff5628e,Female,02_Degree,75.0,Right handed,United Kingdom,White,Retired,,
a5b8a2cf0ad642039ad166a54dfeebb3,Female,02_Degree,73.0,Right handed,United Kingdom,White,Retired,,Surrey
9cef25e0c88b47debc618e815b1c4a6f,Female,01_School,53.0,Right handed,United Kingdom,White,Worker,£20-30K,Surrey
480fd6076a5b46d3bd008438b302ddbd,Female,02_Degree,52.0,Right handed,United Kingdom,Asian or Asian British,Worker,£10-20K,
ac9484997e834de9a57259764ce7bbac,Female,02_Degree,52.0,Right handed,United Kingdom,Asian or Asian British,Homemaker,,Glamorgan
ac9484997e834de9a57259764ce7bbac,Female,01_School,52.0,Right handed,United Kingdom,Asian or Asian British,Homemaker,,
5d123e9640d940c6a06afff092dd5aea,Female,01_School,16.0,Right handed,United Kingdom,White,Student,,Staffordshire
e25cd393ef3048b89159c4191394c0ff,Female,01_School,55.0,Right handed,United Kingdom,White,Worker,£50-60K,South Yorkshire
e9e36ec5a8ef440ebb48afc500676df0,Female,03_PhD,54.0,Right handed,United Kingdom,White,Worker,,
f84f5850cf224ee3ab945788ddff8e61,Female,02_Degree,72.0,Right handed,United Kingdom,White,Retired,,
d0ad50c4a69f4f73816c5cf5b83c70d5,Female,02_Degree,71.0,Right handed,Uruguay,White,Retired,,
acd6143c02324eb6868e0afddcbe8fe7,Female,02_Degree,46.0,Right handed,United Kingdom,White,Worker,£60-70K,Inverclyde
23d019960cae4e4386c8d62adbc5f050,Female,01_School,60.0,Right handed,United Kingdom,Unknown,Worker,,
84ac0dd063b847868d47f47299779bab,Female,02_Degree,48.0,Right handed,United Kingdom,White,Worker,,
6b63fc97585e46faa2ab986cb1f52192,Female,02_Degree,72.0,Right handed,United Kingdom,White,Retired,,Clackmannanshire
8d3c94fd-92fc-4846-8dec-d49ab39a0a7d,Female,02_Degree,36.0,Right handed,United Kingdom,White,Worker,,
27c683627c8c4071904c77fe70a87819,Male,02_Degree,66.0,Right handed,United Kingdom,White,Retired,,West Midlands
431e483680a34be1bac508e8e9ded00c,Male,02_Degree,67.0,Right handed,United Kingdom,White,Retired,,Leicestershire
246d6200467b4d63ac253c5de93828fd,Male,02_Degree,70.0,Right handed,United Kingdom,Asian or Asian British,Homemaker,,
0a858c9864dd4d2f93caaa0a2b52857b,Female,01_School,53.0,Right handed,United Kingdom,White,Worker,,
6acd71ed-d5da-4b04-9d0a-b5a18415de29,Female,02_Degree,54.0,Right handed,United Kingdom,White,Worker,£40-50K,Cheshire
eef4c9df41a8496fa6fa6145fc415f8b,Female,01_School,56.0,Left handed,United Kingdom,American Hispanic,Worker,£10-20K,Kent
a16059c8-43e7-421f-808c-ccaf732d1927,Female,01_School,56.0,Right handed,United Kingdom,White,Worker,,
a16059c8-43e7-421f-808c-ccaf732d1927,Female,01_School,56.0,Right handed,United Kingdom,Asian or Asian British,Worker,,
5ff7fa019fb148f88a076f4f1600ba77,Female,01_School,62.0,Right handed,United Kingdom,White,Retired,,
fd0ee4e37e5b4d20801c869ac74bfe71,Male,01_School,66.0,Right handed,United Kingdom,White,Worker,£10-20K,West Yorkshire
234c62c6-f8ca-48ce-83e4-e4132597e0bc,Female,02_Degree,40.0,Ambidextrous,United Kingdom,White,Homemaker,,North Yorkshire
16062581-5a74-4d2f-b03e-3c927b69549d,Female,01_School,48.0,Right handed,United Kingdom,White,Homemaker,,Hertfordshire
4985394dde024bf0b2892697fdeab792,Female,00_preGCSE,37.0,Right handed,United Kingdom,White,Disabled/Not applicable/Sheltered employment,,Norfolk
2b92b31398074895a9344115bfca2c30,Female,01_School,80.0,Right handed,United Kingdom,White,Retired,,Hertfordshire
fd6845aa5a33446b8523b2d17edf3f78,Male,02_Degree,90.0,Left handed,United Kingdom,White,Retired,,Wiltshire
fccf4a6a13e6476dbb2aa9c310962700,Female,01_School,52.0,Right handed,United Kingdom,White,Worker,£10-20K,West Yorkshire
026419c347914ffd974381dac71d054b,Male,01_School,73.0,Right handed,United Kingdom,White,Retired,,Suffolk
1f150050-b091-436c-b8c4-45640261bba6,Male,02_Degree,41.0,Right handed,United Kingdom,White,Worker,,
2064059b-f44b-4b44-bbc4-3f2bccee94eb,Male,02_Degree,61.0,Right handed,United Kingdom,White,Worker,£50-60K,West Midlands
3856be75c3bf4039bf9a7708bc7d0205,Female,00_preGCSE,60.0,Right handed,United Kingdom,White,Retired,,Perth and Kinross
84a3c63f4cc74a70a767ee1ffe0a424d,Other,01_School,59.0,Right handed,United Kingdom,American Hispanic,Retired,,Monmouthshire
45ba3d8c-d82a-459e-8d12-28168c14d96b,Male,01_School,52.0,Right handed,United Kingdom,White,Worker,,
0c42fde844b84834b910d8a54101e161,Female,01_School,50.0,Right handed,United Kingdom,White,Worker,£20-30K,London
94d3f520f80d46e6a51a3f8401a53475,Male,02_Degree,41.0,Right handed,United Kingdom,White,Worker,£30-40K,Argyll and Bute
90018d69f7e9484e935f7ca6c477e5f6,Female,01_School,54.0,Right handed,United Kingdom,White,Unemployed/Looking for work,,
a287d40032cf40d4a1eb743bbb6aa664,Female,01_School,64.0,Right handed,United Kingdom,White,Retired,,
27b61f8700a5487c8c9a4ce5dca35ba2,Female,01_School,37.0,Right handed,United Kingdom,White,Worker,£20-30K,South Lanarkshire
1724abdfb45d4ac692b88698a5fb5f30,Female,01_School,43.0,Right handed,United Kingdom,White,Worker,,
860e5288f7a444b49fbc80d588c3c663,Female,02_Degree,56.0,Right handed,United Kingdom,White,Retired,,
