user_id,SummaryScore_Blocks,RT_Blocks,timepoint_by_site,SummaryScore_VerbalAnalogies,RT_VerbalAnalogies,SummaryScore_WordDefinitions
09ba1a6656bb49b2884a7fe6fb50e780,12.0,2453.0,tp1,9,3826.5897,15.0
b0c48705451a44f494aa71e857738bfd,15.0,1832.0,tp1,3,4922.7742,17.0
6128c935-038f-4d8a-aacf-ac37802e81f2,12.0,7383.0,tp1,23,3346.4146,15.0
8a36a75025ba4d55819b682747383f36,14.0,2260.0,tp1,13,5312.1034,15.0
223663167ce647b4a2a6a8dc1f1aa482,11.0,2422.0,tp1,22,3705.625,16.0
338533d1d40746d79f24bd94d45f7381,9.0,2897.0,tp1,32,3711.125,20.0
de0e5db1c0464b49a3d4867725038103,7.0,4274.0,tp1,20,4504.5588,13.0
5bee88562ff542b9ab909ebaa1d5d8f0,9.0,4773.0,tp1,10,6165.6923,18.0
30c1259fb9674053b4e96e3eb97febfd,7.0,4328.0,tp1,22,5544.7143,21.0
bef33d069d97422b8bba3e55e6fd800f,13.0,1946.0,tp1,23,4082.8108,17.0
dc892e623d82498fa717c7554a76b3d8,12.0,3704.0,tp1,35,3800.359,13.0
85d09cdc3b144bba8aba6c519338519f,15.0,2899.0,tp1,50,2700.1346,20.0
712b61de281b4fc7acc5f1b6655336ea,14.0,3507.0,tp1,15,3821.3333,15.0
dd6bd149069746668dfd1e440dd9abef,13.0,1653.0,tp1,26,3306.75,13.0
7531f6a2cdbb4f9784f05f20cfbc0b67,14.0,3958.0,tp1,25,4935.129,17.0
b4b0a55c4e104963a6bd79393c39b694,1.0,2775.0,tp1,25,5051.6207,18.0
a2244b71fb2d4571ae6e4ed0113174d9,14.0,1522.0,tp1,28,4184.5556,19.0
edf2a3a207da4c5c96f6b82b7385f98f,14.0,2072.0,tp1,23,5448.3448,15.0
f8b4953c7ed54b7da36862de04483750,12.0,2050.0,tp1,30,3528.8571,17.0
1ff7f49a18a74e61b5b2c11aa1618fc7,15.0,1847.0,tp1,28,3554.0238,20.0
594c9186388c4663b920b05be686c680,11.0,2345.0,tp1,45,2852.4898,18.0
c1fc1f16070a496dad2530ba89b81bc1,9.0,6924.0,tp1,13,5975.48,14.0
b669ff5956864433a3d04aa4fdd738f9,12.0,2252.0,tp1,23,3258.3333,15.0
0c317069c5d54231829d8e1e4197144d,9.0,3921.0,tp1,16,4212.5,16.0
93a51f5b-1a70-4306-8007-a479aee41fef,13.0,3113.0,tp1,39,3093.4894,16.0
d17944b8-729c-44ed-8876-e3099c5336fa,15.0,2579.0,tp1,41,2584.5283,15.0
ee585f185aaf4007b220910c5b3f32b7,7.0,4436.0,tp1,26,4504.0,18.0
e3910a860d3649d891e9d70160927662,10.0,2374.0,tp1,32,2966.0625,12.0
8c3a6a7125a645ca9c7aa8a1a683687c,14.0,4083.0,tp1,20,5484.8929,16.0
e49c417d838347a9a8d5c4413c3dda34,11.0,4009.0,tp1,30,4001.4211,16.0
fd6845aa5a33446b8523b2d17edf3f78,7.0,3844.0,tp1,3,7010.9565,20.0
a714cb13e9f741cfa1bd3e5ef193d8a6,10.0,5674.0,tp1,19,6312.84,17.0
38e3ed51ca7e4e6688f5e26e93a8ba3b,10.0,3998.0,tp1,4,7240.5455,13.0
cd9e2bb9f3ab4894b95acec309ced368,10.0,3423.0,tp1,24,4558.0,20.0
4a62d37d2546419dafb28162284204ae,7.0,3708.0,tp1,9,1665.5333,6.0
7010f1c6276f484899c58f30c635b21a,10.0,3851.0,tp1,36,3167.3261,15.0
d0e00456a90d4fc980391434c25ab9d7,12.0,2716.0,tp1,13,4871.7419,15.0
2a3e5da00c1343b39a755406f445a524,10.0,6229.0,tp1,18,5659.0714,16.0
df14b6c933044ee699f8fd8bc3ad5d79,14.0,1732.0,tp1,32,3534.9286,17.0
f70437d5-f9f0-4738-a3b3-72e8ca2e3259,12.0,5942.0,tp1,23,4017.3514,19.0
57664a6e5ca34c7bb51287b7b030ae24,10.0,2615.0,tp1,33,3205.0,15.0
a9e83dd090fd416793cb40385b480f4a,13.0,2781.0,tp1,30,2028.5469,21.0
728f078bde3f455685867d7bd0705e32,15.0,2797.0,tp1,30,4027.1176,15.0
c184b3576ac24381b544bc9ba90ca3a2,14.0,2391.0,tp1,24,2837.14,18.0
893a11f0c8424891ad149eea7f41e4c5,12.0,5793.0,tp1,11,6900.9565,15.0
3898af04358a47398348bfc85f56cad9,11.0,3482.0,tp1,22,3887.9211,13.0
bc9af9594d304bc2b22f308fcfc9692f,13.0,2629.0,tp1,16,4468.1765,16.0
be18452b09104d93a0af5e7fc10f61e6,12.0,6582.0,tp1,40,3629.375,17.0
01a764a14fa14be9a8c8c77918449a64,13.0,5200.0,tp1,21,5348.0,18.0
cef334b9-d697-433a-8aca-85df91de6585,8.0,5682.0,tp1,3,4572.0909,17.0
d69e178cb494472f9d708ee2e2353789,7.0,4052.0,tp1,18,6104.0,19.0
c1d90f240eeb44c5924d7350b99890da,12.0,4429.0,tp1,37,3577.6098,19.0
0b7e04dc-b717-40c4-accd-97c81da1a13e,13.0,2167.0,tp1,44,2935.3958,17.0
3173163282b34c358de1dab11fdc7900,13.0,1022.0,tp1,28,3985.2368,16.0
c0ee0946-4180-4d5e-b46a-0d138d12217a,12.0,2107.0,tp1,27,2890.8571,12.0
a8007dee7bf34401bd135ea688b1baba,15.0,3133.0,tp1,30,3533.0238,20.0
cd8b79b9-869d-4031-95b1-529083f749ca,11.0,3298.0,tp1,35,4001.4054,17.0
460fc022303d40d1903a8e47d567954f,15.0,3010.0,tp1,14,3644.375,10.0
c859d334-87ea-4229-897e-1e572c8ca9e3,10.0,5057.0,tp1,36,3748.875,18.0
cbd63f6ff3784b42b34ec8fac0d23407,11.0,3482.0,tp1,16,8022.55,15.0
58e9997e30cd43e2aa5f1c86e38919e0,6.0,3421.0,tp1,22,4742.4375,18.0
039ae1e5807c43369e0c121366b1a4fa,8.0,4882.0,tp1,-4,5249.9667,18.0
87dfb5da24d447408254b0154933f90c,10.0,3333.0,tp1,33,3211.6889,17.0
2afa026b2bd0405b8af84fe7f72ab610,11.0,3736.0,tp1,15,5392.0,18.0
a9bd42c1510f4566be341c4a3b69c561,10.0,3348.0,tp1,31,4627.4545,21.0
6128bb22d72848c1b07b16af2ced715c,13.0,2018.0,tp1,39,3206.2889,19.0
d97b9c83ba3e4938b40be38048f4a232,8.0,6033.0,tp1,19,3796.4359,21.0
550d0e94-e1d5-4396-972e-c285dbd9e397,10.0,2276.0,tp1,-7,3260.5111,15.0
17c346658ddd4d64938e97379d4ab10e,14.0,3529.0,tp1,26,3938.0263,19.0
e57059f6e3e44067ab22d2cbd39112b3,14.0,3284.0,tp1,19,2107.3492,9.0
14de2f65-3755-4a01-b14f-96aa9e98511c,14.0,2805.0,tp1,23,4555.7273,16.0
2a2f35f0ca554584bbb982de3960e61e,11.0,8669.0,tp1,20,3746.625,16.0
a38ea5792d6b46049a767497b4a19923,13.0,6064.0,tp1,15,5308.6552,17.0
ab96bb3698b64abd850eb3aeb63b41a8,8.0,2930.0,tp1,24,2523.1296,13.0
987ea361-b1f9-4ad0-9baf-947a23db4c1b,13.0,2385.0,tp1,32,3483.0952,14.0
b40e53a9-4c69-4526-9507-af50c9d44b44,15.0,2355.0,tp1,29,3877.4359,11.0
d1a6a061f9914b8eb267b373fac2572c,13.0,1840.0,tp1,47,2530.0909,15.0
04b722e66e014d57bddeef1e733e25d2,11.0,2633.0,tp1,21,4968.1613,18.0
468bc6ec-44b9-4ee3-9633-66c21490fc24,11.0,6767.0,tp1,22,3629.8,20.0
87a2ef0a7118408a80f616764cfa7672,14.0,2619.0,tp1,50,2361.1379,19.0
5b490f09d00a4045a65cfdd9ecc5f79d,15.0,3352.0,tp1,47,2738.3333,17.0
6832512ffbc242a98487cfeed528a1da,6.0,5769.0,tp1,25,3605.0244,19.0
069d9ebfef544c25977090f0046053a8,15.0,3057.0,tp1,39,3763.5641,20.0
61ca202b9248485eb19b808c4b98c376,8.0,7403.0,tp1,16,5615.5,10.0
02c85f67-61b8-4fc0-b565-b9d132a0d0f5,14.0,2530.0,tp1,29,3593.4878,20.0
c48dec1b-11c5-4823-a5ed-e9bfce62c842,8.0,5076.0,tp1,34,3122.913,21.0
f7a63b7249dd4b178d2e330962cc91fa,14.0,3653.0,tp1,21,5829.3704,12.0
9a36d8efa213432894ed71f040da8b12,6.0,4179.0,tp1,31,4259.0571,17.0
dd6681ec7f5043adb1cc37ab3878ec5d,8.0,4357.0,tp1,30,4128.0278,19.0
4d9547d5e6bd4e46a85ab0f5b46a321c,7.0,3052.0,tp1,23,5830.036999999999,17.0
0cdbe7c5dfdb43318731fe150ecdd4c2,8.0,6668.0,tp1,31,2750.2157,14.0
6e63f412-c29f-40b3-972b-7f6e9d77b83e,7.0,3922.0,tp1,15,5806.3333,11.0
3b9c81552dea429b9cba12aaab4866eb,9.0,2712.0,tp1,29,3430.0,17.0
6490cd80bced4fb39c36214a7570e0b0,12.0,2129.0,tp1,30,2703.8846,16.0
58642f79150c442a9f07af3be17f75e8,11.0,4009.0,tp1,26,3181.0909,18.0
4ac922b3c3c342728a80e196cedda844,13.0,2759.0,tp1,22,3917.6579,16.0
341723ba-555e-4c0d-8646-2884b01ca0b2,12.0,4867.0,tp1,8,6658.125,15.0
4e606b5ecc3c4994ba7843f895421ec8,11.0,3245.0,tp1,15,4959.5484,13.0
cc93f8b4-8541-4601-af45-6b0201b7eea1,11.0,1894.0,tp1,43,2202.2787,16.0
9cd4fde90e194512a916fd13ed756779,15.0,2516.0,tp1,43,2932.898,21.0
80dea625fc0548c4905d8e73e7b69f4b,14.0,2328.0,tp1,46,2954.0625,21.0
f7aad4ecddf2487e96e0c94dd2efd0a6,10.0,4188.0,tp1,41,3212.2667,20.0
4974dc02-9b2d-420c-aa3e-498265bc8281,15.0,3212.0,tp1,23,3619.0732,18.0
cc4783e61e2041d89393ebc194461675,14.0,3505.0,tp1,39,3056.8511,18.0
f402933f4e5249aeb4ef32e83e5d82cf,12.0,2375.0,tp1,42,2678.9615,17.0
88fcd3f8c0b141caae147228d0210641,9.0,2956.0,tp1,10,5559.2143,11.0
618c044eaa2f4cfbbf1c7a77f2acf5f7,14.0,2158.0,tp1,37,3254.6667,20.0
3021c6aaa8cd44548ab46491a701bb51,7.0,4210.0,tp1,0,11875.6429,14.0
3bfe56a5-0dde-432d-bcc7-a9e04bf9206c,11.0,3622.0,tp1,28,4074.3056,15.0
69f67990fade4c3ba50b7896e147784a,14.0,2341.0,tp1,32,3928.3684,18.0
87a837bde47548f18cbd8c7fcedbee09,13.0,4662.0,tp1,33,3621.3902,15.0
d1c53b10044747dbba6ea2b98ac6b0ff,11.0,2672.0,tp1,28,4247.9167,13.0
a2ab1a19f2cc460b9950e54ea27e6a4e,12.0,3814.0,tp1,39,3648.0698,18.0
cc9369b3-ea6d-4c71-8298-7a10d87601b0,13.0,2813.0,tp1,28,3743.775,21.0
14104388-7a93-457c-b2db-0c463e012f20,15.0,1686.0,tp1,47,2782.7451,16.0
6986e916-eba0-4be7-89f4-d6be0fc060ac,10.0,2284.0,tp1,36,3132.587,19.0
d35bbd9516f742ca8343bcada0154ba8,13.0,2491.0,tp1,4,5129.7,6.0
5bb2de950ca043f5a6a9ae1cfd846e13,14.0,2772.0,tp1,16,7414.5909,13.0
3d6a9180a8164937bd90bb9bc4e3a595,12.0,5441.0,tp1,16,4089.0,16.0
24e8fe1529b14b178f01ed581ee954df,5.0,5087.0,tp1,-1,2892.7959,15.0
af66701ba1c6481b91add8ad0561f6a3,8.0,3378.0,tp1,27,4010.3514,20.0
f6f14cf3c27a4bb6b87ca59373ca56c4,12.0,2425.0,tp1,27,4317.4571,18.0
33e9f63f563b428bb0caa80ffcf3d837,9.0,3005.0,tp1,10,3009.2708,16.0
9082a3fe-78e1-4bcd-8017-bdf74f827b33,15.0,1378.0,tp1,50,2065.3281,21.0
e20123f1aab446bba902d272b9718c91,10.0,7032.0,tp1,5,8543.5789,13.0
8934d3dc9bf1461984be991bd3c4b60d,11.0,4690.0,tp1,15,3794.4359,9.0
c90d5db09e694133a8431c5e9644440a,8.0,3754.0,tp1,8,3738.15,12.0
efdb7e0b-5c4f-4313-9c5a-d2b0f2b3bd6d,14.0,2231.0,tp1,26,2858.26,14.0
fc0d1d97-bf5f-4663-ba4d-8aa9f27ffcf3,15.0,3868.0,tp1,27,4226.7429,15.0
779e4d5091d545cabed11238f65fbf9a,14.0,3197.0,tp1,53,2409.7895,17.0
2f427b4c-43d0-4909-b01a-e692a17ff637,6.0,15280.0,tp1,24,4852.625,17.0
b751e7e8d7394a56b1ff88ebcd426e39,10.0,2325.0,tp1,37,2842.4694,17.0
90c56bf90adb4d27a7696b68b3169fb1,8.0,3624.0,tp1,17,4342.4571,10.0
34e9d3417bad4211a74a9512ed325a98,10.0,3173.0,tp1,32,3655.95,21.0
9bbfd3924493468db6e3c973884fc3e5,10.0,4131.0,tp1,26,4816.1562,14.0
14b71711-bb7b-44f1-aa37-954a97541ef4,9.0,4389.0,tp1,23,4697.7879,17.0
d866cfe3afc043e7b08182838f0574e8,14.0,6056.0,tp1,44,2664.9231,19.0
6aa5d769-4f03-4c4b-9450-6c8edc679e85,4.0,2379.0,tp1,0,5145.7333,10.0
b3ae67ec96454e9489f6099ac14978c3,12.0,2281.0,tp1,-2,3960.7105,11.0
f1a810d173ca48e59e92dd9d17ff47c2,14.0,2267.0,tp1,19,3797.3333,17.0
0820c17e104140dbb3a5241e5287f3b2,9.0,4356.0,tp1,25,4249.8286,17.0
6900831192874a8f92a2bdb61309a6d5,12.0,2365.0,tp1,8,3308.1136,20.0
56cf7695-f1dc-4909-9e4b-2e83dfe468cf,14.0,1775.0,tp1,47,2494.1091,20.0
05b7741f20ea489fa18f999607753ab3,10.0,3055.0,tp1,18,3723.15,13.0
57983e1c62b54b49b8af1bbaa1e244bc,12.0,5284.0,tp1,30,3665.725,18.0
e0288594b0cd4fb7942598aaef544cda,12.0,3737.0,tp1,23,3803.0513,15.0
182a8834-ec6b-4a86-8a34-fd7497cae537,6.0,4868.0,tp1,15,5156.6207,19.0
6f4b01170b994324ae7324150eecd8e2,14.0,2573.0,tp1,21,4315.2286,21.0
0cd93e36b66a45af8147f797f4fe85db,13.0,3359.0,tp1,18,3174.5455,16.0
27c5504dba9b4d76a4429317cce5fef6,11.0,2161.0,tp1,36,3519.7619,17.0
c5fd027a-f22b-49dd-867c-36957ce56df2,15.0,5366.0,tp1,20,5656.4643,19.0
924f9d227a4b4208a3c12f682156e69a,7.0,4755.0,tp1,35,3986.2703,20.0
1a95096b-8ed9-44f5-9518-0138b8e3228d,12.0,4184.0,tp1,30,4726.3438,14.0
bd2edaa4643a485ebea8adc339bdbe6e,15.0,4134.0,tp1,16,5180.4,21.0
0e8369154b1d40008eebb77a1ec87716,13.0,3864.0,tp1,22,3909.2368,19.0
bde6ee4caa894cec9e4cc8ddae1f10fa,10.0,11353.0,tp1,3,6335.52,11.0
7f13d6d89fdb4ed0b78cb8299b893468,13.0,1835.0,tp1,18,4495.5,13.0
3cc16487d6454eabbed00264d57b254d,12.0,2980.0,tp1,12,5676.7143,16.0
a960dcd8363c43869c926c64f4e7023f,14.0,2000.0,tp1,39,3249.4,16.0
72e5ce05-3666-4e87-aebe-c9ebb499c4b5,11.0,4591.0,tp1,13,3808.0769,16.0
58a73276b1c0433d9744a6f20ca4341a,14.0,4521.0,tp1,13,6384.0,16.0
02eca17bcd3643ad9aab334c80229b77,15.0,2184.0,tp1,33,3257.7778,16.0
1e71e50637624aef9e003a39d8a2994a,14.0,1987.0,tp1,31,3624.561,18.0
71329fb7-f548-44f5-8526-dc3fd0b44b75,11.0,3250.0,tp1,39,2899.6735,18.0
5a662ecfd177455caaa807e09758a030,12.0,2327.0,tp1,22,5526.4643,17.0
5f12b7bb24604c5fb4c28a304dfeddee,15.0,4966.0,tp1,25,4902.2903,21.0
0fe938931b074b73b6e01fb598019970,12.0,3505.0,tp1,33,2868.7755,15.0
5c54f8d72a6c4ff89af6e3056fe2a71f,8.0,4587.0,tp1,22,5224.7,20.0
580810b7ec2545a69fb3f1f71ee15640,14.0,1916.0,tp1,32,3976.5526,21.0
80e0142c0f2745feb188f79563f4ec26,10.0,3540.0,tp1,11,3600.7805,11.0
ed0b0362d7db43c18b7535a3330dfc23,7.0,3397.0,tp1,22,4709.875,21.0
18ee7dff18a444ff847a6cedb1a483bc,7.0,4642.0,tp1,5,5361.6897,15.0
dbd85973-649b-491a-a4ba-c545e8e1d901,13.0,3899.0,tp1,36,3328.3636,17.0
a9683c2bb2f0490ab88a5839672becf3,9.0,4095.0,tp1,2,10480.9375,9.0
e126635c1ad0477aadbec76e66fb90ab,8.0,5716.0,tp1,42,3156.7826,21.0
96526a37c8e74965b5c04efb866cdace,9.0,2830.0,tp1,5,4382.3429,10.0
969199c301c4402b9c7973ffcd318eaf,8.0,4697.0,tp1,24,2929.3542,21.0
85bc019bb3044e9cb3bac0ad9d2cc276,7.0,6777.0,tp1,25,2983.6596,15.0
813d954f-5810-4dd7-9941-c8067e1ec151,11.0,7755.0,tp1,15,5816.9259,11.0
7d603e6e53c94444a78e44ec60f3118a,4.0,3896.0,tp1,22,4444.2647,18.0
50f828d6e1d94e29a68e2843fa012d08,11.0,3366.0,tp1,25,4048.8919,15.0
fb33edfea57f48d4a13c3913e841a3f5,9.0,3446.0,tp1,16,3176.6739,6.0
c0f3a7e6-c6ac-4693-bf81-ee1a1a47bfbf,13.0,3726.0,tp1,31,4654.6364,18.0
7e6a0e81-a06f-4eda-a785-fe0e968f537c,9.0,3068.0,tp1,29,3192.0222,17.0
cf335b7877284fcc9e1d71ad174e1171,12.0,3380.0,tp1,27,3827.0513,16.0
55e226f1732949a2b657101d16fe6a00,12.0,2581.0,tp1,34,3251.9773,18.0
d8201010-ccb2-4a8d-95d8-b46bf9fbfb8c,12.0,4091.0,tp1,31,4527.8485,19.0
a5baf79fd55b410dba6c7a0505495923,12.0,1976.0,tp1,29,2011.4154,19.0
72dc7e453be84b6c8814fafc82343687,14.0,2733.0,tp1,27,3808.8205,13.0
1d71eaa81e8a4c75a0d91dcbcdfe2358,14.0,2686.0,tp1,44,2839.92,21.0
422c19ca-4894-4912-9c52-670e7e1682a1,8.0,4066.0,tp1,14,4857.4688,16.0
0fb35db1757f48b6ba4d405474129cd8,12.0,2341.0,tp1,2,10266.0,6.0
1b5a82ad-f40e-4ed8-9951-daea71e8346b,12.0,2338.0,tp1,16,4429.5882,15.0
cb1c5b3a5de941ce9b93f58d3139f1b1,8.0,5278.0,tp1,31,4671.1818,20.0
023d74b565974aa7a2015c7ce734458c,9.0,5997.0,tp1,38,2975.2708,19.0
480fd6076a5b46d3bd008438b302ddbd,11.0,4494.0,tp1,29,3338.0,20.0
b932178fbe5548ce911165cf2fc4f584,7.0,6759.0,tp1,20,7180.0,16.0
fda2c47a537649429061efc4020c8e67,10.0,6642.0,tp1,6,9153.1667,19.0
525917dcd9b04da3ac2679fbe658a901,8.0,4308.0,tp1,10,3973.2632,11.0
b82fd8a09c914411a64a3318476433fa,13.0,1450.0,tp1,18,2858.84,15.0
3ec8259cf7714da3b05b5687f3ab0841,10.0,2803.0,tp1,20,3954.7895,13.0
c0e3e56e1833473ea1f003df7502ae63,5.0,10137.0,tp1,3,3387.9302,12.0
3e4ea38fc036417c9dca3ff07d3b5de1,11.0,3061.0,tp1,37,2628.4314,20.0
5bf6370557f840c280843e2a1e6e5849,8.0,4900.0,tp1,23,3355.0698,15.0
5e33292a69e744dfbf3c77aa98c2e011,12.0,3043.0,tp1,12,6129.0769,15.0
699bd1fb6af44c8381a3a5766e0f0d37,9.0,10316.0,tp1,20,5203.5333,15.0
331aa7626d26409c9f0682796e9a7bee,10.0,3060.0,tp1,30,3548.7143,14.0
a9327094996d4df089969f1536c29deb,15.0,1867.0,tp1,38,3465.5952,20.0
f9a228c2-cd99-4e6f-9e36-a7c19dd9d57c,8.0,4779.0,tp1,24,4549.2941,17.0
5ff820dde8874cfc9a93e6578622fbc1,14.0,2431.0,tp1,22,3134.8478,18.0
281881cfb32446f8927d48afae12a11f,12.0,4728.0,tp1,17,5823.1111,13.0
52a914a2-dad7-4436-a0a4-2289e34a2ed1,12.0,2526.0,tp1,22,4420.5882,16.0
b08b1349-ec18-40d5-80f9-442a210cfb5b,12.0,4442.0,tp1,43,2764.3333,21.0
6925ec10-21a1-4a2a-ad27-a4f3d09554db,10.0,2125.0,tp1,20,3320.0909,16.0
e1d05761929641719a278833581b8e78,7.0,4657.0,tp1,24,3936.6842,19.0
84b387e90ae94402a869864190bc321a,12.0,5130.0,tp1,21,3547.8537,18.0
0002cb7934b747118c54b47bc3c11d80,12.0,2762.0,tp1,36,2603.0185,15.0
6dfdbbabe8984703a1d63155a705edc1,14.0,4783.0,tp1,6,6749.95,17.0
52f79280-e301-4904-9af6-5a05bd5bd34e,14.0,3893.0,tp1,30,3914.5789,19.0
8ada2184-e6fd-45b1-8ec2-1a71a3c90179,14.0,4830.0,tp1,8,4762.6562,8.0
f5ebaef0e10e48e5ba63d7aa6b438f93,10.0,4287.0,tp1,15,4901.871,15.0
be3c8030c1b4460abe56342a9f824fa3,11.0,3717.0,tp1,38,2838.7,20.0
7b2aeb51-02bb-4cf6-985a-343fc773abf6,12.0,3420.0,tp1,11,6700.3913,16.0
27c39db894ae4de69e7e92b2d441b4b5,12.0,3125.0,tp1,28,3354.6591,18.0
433042851dd34ccebb9e080da6761296,10.0,3714.0,tp1,24,5562.7857,17.0
aba890a8355b4852861b13c0a9f302d3,14.0,2805.0,tp1,48,2855.38,21.0
c3b32977-5eaf-479a-9704-23c73c2d8b7e,14.0,2279.0,tp1,33,3848.7179,17.0
2e114fe4a16c4096ae9bb36169585ec0,13.0,2844.0,tp1,28,5206.6333,16.0
6aa2632b-7d0e-45cd-a1c4-171b8b688746,8.0,2060.0,tp1,21,4641.5152,21.0
8ae38b21812948c49fe562f3f84962bf,10.0,2859.0,tp1,5,4285.4571,10.0
aa219ca87561455abd60924e3c8ec3b6,12.0,3807.0,tp1,29,3795.8974,21.0
